dataset,protocol,heldout_group,model,decision_policy,train_normal_count,val_normal_count,test_normal_count,test_fault_count,p50,p90,p95,p99,roc_auc,pr_auc,precision,recall,f1,false_alarm_rate,miss_rate,uncertain_rate,mean_health_normal,mean_health_fault,normal_state_rate,warning_state_rate,fault_state_rate,tn,fp,fn,tp
CWRU,file-wise,fold3,iforest,fuzzy_warning_as_alarm_hi50,1893,473,944,207,0.4303232728230629,0.5046962146684284,0.5380934351474619,0.6206166828319474,0.9887491812003603,0.9211125445058623,0.8007968127490039,0.9710144927536232,0.8777292576419214,0.05296610169491525,0.028985507246376812,0.07993049522154648,0.09732068075631056,0.9349223696938737,0.7402258905299739,0.07993049522154648,0.17984361424847958,894,50,6,201
CWRU,file-wise,fold3,iforest,fuzzy_fault_only_hi75,1893,473,944,207,0.4303232728230629,0.5046962146684284,0.5380934351474619,0.6206166828319474,0.9887491812003603,0.9211125445058623,0.8840579710144928,0.8840579710144928,0.8840579710144928,0.025423728813559324,0.11594202898550725,0.07993049522154648,0.09732068075631056,0.9349223696938737,0.7402258905299739,0.07993049522154648,0.17984361424847958,920,24,24,183
CWRU,file-wise,fold4,iforest,hard_val_p95,1893,473,944,221,0.4292450702523155,0.49903274293117805,0.5404142805829004,0.6023012446562719,0.9897327249022163,0.9246862209289091,0.8288973384030418,0.9864253393665159,0.9008264462809917,0.04766949152542373,0.013574660633484163,0.06523605150214593,0.09309293371610433,0.9781397527725095,0.7330472103004292,0.06523605150214593,0.2017167381974249,899,45,3,218
CWRU,file-wise,fold4,iforest,fuzzy_warning_as_alarm_hi50,1893,473,944,221,0.4292450702523155,0.49903274293117805,0.5404142805829004,0.6023012446562719,0.9897327249022163,0.9246862209289091,0.8288973384030418,0.9864253393665159,0.9008264462809917,0.04766949152542373,0.013574660633484163,0.06523605150214593,0.09309293371610433,0.9781397527725095,0.7330472103004292,0.06523605150214593,0.2017167381974249,899,45,3,218
CWRU,file-wise,fold4,iforest,fuzzy_fault_only_hi75,1893,473,944,221,0.4292450702523155,0.49903274293117805,0.5404142805829004,0.6023012446562719,0.9897327249022163,0.9246862209289091,0.8978723404255319,0.9547511312217195,0.9254385964912281,0.025423728813559324,0.04524886877828054,0.06523605150214593,0.09309293371610433,0.9781397527725095,0.7330472103004292,0.06523605150214593,0.2017167381974249,920,24,10,211
Paderborn,paderborn-condition-wise,N09_M07_F10,iforest,hard_val_p95,3528,882,1464,1955,0.44560879717060464,0.5116569233364336,0.5317377604713995,0.6157757394206502,0.6294096683577208,0.6512497811905775,0.6652006597031336,0.618925831202046,0.6412294647588765,0.41598360655737704,0.38107416879795397,0.2117578239251243,0.43475455457400275,0.6069991488616785,0.39309739689967826,0.2117578239251243,0.3951447791751974,855,609,745,1210
Paderborn,paderborn-condition-wise,N09_M07_F10,iforest,fuzzy_warning_as_alarm_hi50,3528,882,1464,1955,0.44560879717060464,0.5116569233364336,0.5317377604713995,0.6157757394206502,0.6294096683577208,0.6512497811905775,0.6652006597031336,0.618925831202046,0.6412294647588765,0.41598360655737704,0.38107416879795397,0.2117578239251243,0.43475455457400275,0.6069991488616785,0.39309739689967826,0.2117578239251243,0.3951447791751974,855,609,745,1210
Paderborn,paderborn-condition-wise,N09_M07_F10,iforest,fuzzy_fault_only_hi75,3528,882,1464,1955,0.44560879717060464,0.5116569233364336,0.5317377604713995,0.6157757394206502,0.6294096683577208,0.6512497811905775,0.7031828275351591,0.4859335038363171,0.5747126436781609,0.2739071038251366,0.5140664961636828,0.2117578239251243,0.43475455457400275,0.6069991488616785,0.39309739689967826,0.2117578239251243,0.3951447791751974,1063,401,1005,950
Paderborn,paderborn-condition-wise,N15_M01_F10,iforest,hard_val_p95,3518,880,1476,1964,0.4390847656820396,0.5143898640419079,0.547731792200407,0.6081579427015534,0.8431363113274718,0.8741891814013737,0.9382716049382716,0.4256619144602851,0.5856392294220666,0.03726287262872629,0.5743380855397149,0.08226744186046511,0.07840853706977129,0.45754558924788463,0.7055232558139535,0.08226744186046511,0.21220930232558138,1421,55,1128,836
Paderborn,paderborn-condition-wise,N15_M01_F10,iforest,fuzzy_warning_as_alarm_hi50,3518,880,1476,1964,0.4390847656820396,0.5143898640419079,0.547731792200407,0.6081579427015534,0.8431363113274718,0.8741891814013737,0.9382716049382716,0.4256619144602851,0.5856392294220666,0.03726287262872629,0.5743380855397149,0.08226744186046511,0.07840853706977129,0.45754558924788463,0.7055232558139535,0.08226744186046511,0.21220930232558138,1421,55,1128,836
Paderborn,paderborn-condition-wise,N15_M01_F10,iforest,fuzzy_fault_only_hi75,3518,880,1476,1964,0.4390847656820396,0.5143898640419079,0.547731792200407,0.6081579427015534,0.8431363113274718,0.8741891814013737,0.9767123287671233,0.3630346232179226,0.5293244246473645,0.011517615176151762,0.6369653767820774,0.08226744186046511,0.07840853706977129,0.45754558924788463,0.7055232558139535,0.08226744186046511,0.21220930232558138,1459,17,1251,713
Paderborn,paderborn-condition-wise,N15_M07_F04,iforest,hard_val_p95,3525,881,1468,1958,0.4434541404454878,0.507111444737546,0.5347303234247387,0.6170120144341239,0.8020083886966904,0.8429673884584332,0.9454545454545454,0.3718079673135853,0.533724340175953,0.02861035422343324,0.6281920326864147,0.11792177466433158,0.08454303972013082,0.3939317014346797,0.7124927028604787,0.11792177466433158,0.16958552247518974,1426,42,1230,728
Paderborn,paderborn-condition-wise,N15_M07_F04,iforest,fuzzy_warning_as_alarm_hi50,3525,881,1468,1958,0.4434541404454878,0.507111444737546,0.5347303234247387,0.6170120144341239,0.8020083886966904,0.8429673884584332,0.9454545454545454,0.3718079673135853,0.533724340175953,0.02861035422343324,0.6281920326864147,0.11792177466433158,0.08454303972013082,0.3939317014346797,0.7124927028604787,0.11792177466433158,0.16958552247518974,1426,42,1230,728
Paderborn,paderborn-condition-wise,N15_M07_F04,iforest,fuzzy_fault_only_hi75,3525,881,1468,1958,0.4434541404454878,0.507111444737546,0.5347303234247387,0.6170120144341239,0.8020083886966904,0.8429673884584332,0.9776247848537005,0.2900919305413687,0.4474202441906262,0.008855585831062671,0.7099080694586313,0.11792177466433158,0.08454303972013082,0.3939317014346797,0.7124927028604787,0.11792177466433158,0.16958552247518974,1455,13,1390,568
Paderborn,paderborn-condition-wise,N15_M07_F10,iforest,hard_val_p95,3526,882,1466,1953,0.44207874366862143,0.5150807229381607,0.5503264867070522,0.6251802368320902,0.8465064765509249,0.8800283892272748,0.9642857142857143,0.4009216589861751,0.566365280289331,0.019781718963165076,0.5990783410138248,0.14477917519742614,0.06952951553544505,0.3960705586840897,0.7233109096226967,0.14477917519742614,0.13190991517987716,1437,29,1170,783
Paderborn,paderborn-condition-wise,N15_M07_F10,iforest,fuzzy_warning_as_alarm_hi50,3526,882,1466,1953,0.44207874366862143,0.5150807229381607,0.5503264867070522,0.6251802368320902,0.8465064765509249,0.8800283892272748,0.9642857142857143,0.4009216589861751,0.566365280289331,0.019781718963165076,0.5990783410138248,0.14477917519742614,0.06952951553544505,0.3960705586840897,0.7233109096226967,0.14477917519742614,0.13190991517987716,1437,29,1170,783
Paderborn,paderborn-condition-wise,N15_M07_F10,iforest,fuzzy_fault_only_hi75,3526,882,1466,1953,0.44207874366862143,0.5150807229381607,0.5503264867070522,0.6251802368320902,0.8465064765509249,0.8800283892272748,0.9844789356984479,0.22734254992319508,0.36938435940099834,0.0047748976807639835,0.7726574500768049,0.14477917519742614,0.06952951553544505,0.3960705586840897,0.7233109096226967,0.14477917519742614,0.13190991517987716,1459,7,1509,444
Paderborn,paderborn-bearing-wise,KA01,iforest,hard_val_p95,3759,940,1175,976,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.9740913847227066,0.9144849019659489,0.9417571569595261,0.9774590163934426,0.9592760180995475,0.05021276595744681,0.022540983606557378,0.17666201766620176,0.09098511525181448,0.7830270988140506,0.49837284983728497,0.17666201766620176,0.32496513249651326,1116,59,22,954
Paderborn,paderborn-bearing-wise,KA01,iforest,fuzzy_warning_as_alarm_hi50,3759,940,1175,976,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.9740913847227066,0.9144849019659489,0.9417571569595261,0.9774590163934426,0.9592760180995475,0.05021276595744681,0.022540983606557378,0.17666201766620176,0.09098511525181448,0.7830270988140506,0.49837284983728497,0.17666201766620176,0.32496513249651326,1116,59,22,954
Paderborn,paderborn-bearing-wise,KA01,iforest,fuzzy_fault_only_hi75,3759,940,1175,976,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.9740913847227066,0.9144849019659489,0.9527896995708155,0.6823770491803278,0.7952238805970149,0.028085106382978724,0.3176229508196721,0.17666201766620176,0.09098511525181448,0.7830270988140506,0.49837284983728497,0.17666201766620176,0.32496513249651326,1142,33,310,666
Paderborn,paderborn-bearing-wise,KA03,iforest,hard_val_p95,3759,940,1175,977,0.4428660740824795,0.5057544476591997,0.541175736865933,0.6121198547794071,0.9621106731418367,0.939324193460853,0.9306698002350177,0.8106448311156602,0.8665207877461707,0.05021276595744681,0.18935516888433981,0.0887546468401487,0.09098511525181448,0.7858885749729089,0.5650557620817844,0.0887546468401487,0.3461895910780669,1116,59,185,792
