training_mode,seed,clients_by,calibration_scope,model,client_id,decision_policy,f1,false_alarm_rate,miss_rate,uncertain_rate,mean_health_normal,mean_health_fault,health_gap
centralized,42,bearing,client_specific,cnn-ae,test1_bearing3,fuzzy_fault_only_hi75,0.45502118116122603,0.031007751937984496,0.7053571428571429,0.02737400530503979,0.12907131988366086,0.312664995442313,0.18359367555865216
centralized,42,bearing,pooled,cnn-ae,test1_bearing3,hard_val_p95,0.4722735295324878,0.06976744186046512,0.690565834767642,0.05342175066312997,0.23523744855668108,0.3528000984720271,0.11756264991534601
centralized,42,bearing,pooled,cnn-ae,test1_bearing3,fuzzy_warning_as_alarm_hi50,0.4722735295324878,0.06976744186046512,0.690565834767642,0.05342175066312997,0.23523744855668108,0.3528000984720271,0.11756264991534601
centralized,42,bearing,pooled,cnn-ae,test1_bearing3,fuzzy_fault_only_hi75,0.4441841984190054,0.027131782945736434,0.7143932874354562,0.05342175066312997,0.23523744855668108,0.3528000984720271,0.11756264991534601
centralized,42,bearing,adaptive,cnn-ae,test1_bearing3,hard_val_p95,0.4755078636959371,0.07364341085271318,0.6877689328743546,0.0343236074270557,0.17056612419988149,0.3272990529610352,0.1567329287611537
centralized,42,bearing,adaptive,cnn-ae,test1_bearing3,fuzzy_warning_as_alarm_hi50,0.4755078636959371,0.07364341085271318,0.6877689328743546,0.0343236074270557,0.17056612419988149,0.3272990529610352,0.1567329287611537
centralized,42,bearing,adaptive,cnn-ae,test1_bearing3,fuzzy_fault_only_hi75,0.45225712502600374,0.031007751937984496,0.7076699655765921,0.0343236074270557,0.17056612419988149,0.3272990529610352,0.1567329287611537
centralized,42,bearing,client_specific,cnn-ae,test1_bearing4,hard_val_p95,0.414151747655584,0.03875968992248062,0.7387048192771084,0.0340053050397878,0.09125444842831347,0.2700625313011314,0.1788080828728179
centralized,42,bearing,client_specific,cnn-ae,test1_bearing4,fuzzy_warning_as_alarm_hi50,0.414151747655584,0.03875968992248062,0.7387048192771084,0.0340053050397878,0.09125444842831347,0.2700625313011314,0.1788080828728179
centralized,42,bearing,client_specific,cnn-ae,test1_bearing4,fuzzy_fault_only_hi75,0.3924619640387275,0.015503875968992248,0.7558089500860585,0.0340053050397878,0.09125444842831347,0.2700625313011314,0.1788080828728179
centralized,42,bearing,pooled,cnn-ae,test1_bearing4,hard_val_p95,0.47175071750717507,0.1744186046511628,0.690565834767642,0.053952254641909815,0.29220187432857647,0.3528000984720271,0.06059822414345062
centralized,42,bearing,pooled,cnn-ae,test1_bearing4,fuzzy_warning_as_alarm_hi50,0.47175071750717507,0.1744186046511628,0.690565834767642,0.053952254641909815,0.29220187432857647,0.3528000984720271,0.06059822414345062
centralized,42,bearing,pooled,cnn-ae,test1_bearing4,fuzzy_fault_only_hi75,0.44383149448345033,0.10077519379844961,0.7143932874354562,0.053952254641909815,0.29220187432857647,0.3528000984720271,0.06059822414345062
centralized,42,bearing,adaptive,cnn-ae,test1_bearing4,hard_val_p95,0.43134114473573293,0.06589147286821706,0.7247740963855421,0.04445623342175066,0.15491219254497035,0.2923087890577474,0.13739659651277703
centralized,42,bearing,adaptive,cnn-ae,test1_bearing4,fuzzy_warning_as_alarm_hi50,0.43134114473573293,0.06589147286821706,0.7247740963855421,0.04445623342175066,0.15491219254497035,0.2923087890577474,0.13739659651277703
centralized,42,bearing,adaptive,cnn-ae,test1_bearing4,fuzzy_fault_only_hi75,0.40635709389993147,0.03488372093023256,0.7448902753872634,0.04445623342175066,0.15491219254497035,0.2923087890577474,0.13739659651277703
centralized,42,bearing,client_specific,cnn-ae,test2_bearing1,hard_val_p95,0.8352020043845912,0.03389830508474576,0.28280981067125643,0.05943345804382683,0.08997459731575434,0.7467002817103126,0.6567256843945583
centralized,42,bearing,client_specific,cnn-ae,test2_bearing1,fuzzy_warning_as_alarm_hi50,0.8352020043845912,0.03389830508474576,0.28280981067125643,0.05943345804382683,0.08997459731575434,0.7467002817103126,0.6567256843945583
centralized,42,bearing,client_specific,cnn-ae,test2_bearing1,fuzzy_fault_only_hi75,0.8270989718034442,0.01694915254237288,0.29475043029259895,0.05943345804382683,0.08997459731575434,0.7467002817103126,0.6567256843945583
centralized,42,bearing,pooled,cnn-ae,test2_bearing1,hard_val_p95,0.47262271513657833,0.0,0.690565834767642,0.05093532870122929,0.0,0.3528000984720271,0.3528000984720271
centralized,42,bearing,pooled,cnn-ae,test2_bearing1,fuzzy_warning_as_alarm_hi50,0.47262271513657833,0.0,0.690565834767642,0.05093532870122929,0.0,0.3528000984720271,0.3528000984720271
centralized,42,bearing,pooled,cnn-ae,test2_bearing1,fuzzy_fault_only_hi75,0.44431428332357126,0.0,0.7143932874354562,0.05093532870122929,0.0,0.3528000984720271,0.3528000984720271
centralized,42,bearing,adaptive,cnn-ae,test2_bearing1,hard_val_p95,0.7351520511599429,0.0,0.41878227194492257,0.01127739176910743,0.010339534675023226,0.6079113374338727,0.5975718027588495
centralized,42,bearing,adaptive,cnn-ae,test2_bearing1,fuzzy_warning_as_alarm_hi50,0.7351520511599429,0.0,0.41878227194492257,0.01127739176910743,0.010339534675023226,0.6079113374338727,0.5975718027588495
centralized,42,bearing,adaptive,cnn-ae,test2_bearing1,fuzzy_fault_only_hi75,0.7336875085138265,0.0,0.42061101549053354,0.01127739176910743,0.010339534675023226,0.6079113374338727,0.5975718027588495
centralized,42,bearing,client_specific,cnn-ae,test2_bearing3,hard_val_p95,0.38557354281498196,0.059322033898305086,0.7610800344234079,0.023196151790486372,0.11684271249706939,0.24342416820666749,0.1265814557095981
