clients_by,training_mode,calibration_scope,model,decision_policy,false_alarm_rate_std,miss_rate_std,uncertain_rate_std,health_gap_std
bearing,fedavg-personalized,client_specific,cnn-ae,hard_val_p95,0.014812833656303235,0.279775520397893,0.0184119408546116,0.2849342641210372
bearing,fedbn,adaptive,cnn-ae,fuzzy_fault_only_hi75,0.0187557131589936,0.26874128667581,0.04832995002620495,0.30463036164574625
bearing,fedbn,adaptive,cnn-ae,fuzzy_warning_as_alarm_hi50,0.036416546115843364,0.2684769568376743,0.04832995002620495,0.30463036164574625
bearing,fedbn,adaptive,cnn-ae,hard_val_p95,0.036416546115843364,0.2684769568376743,0.04832995002620495,0.30463036164574625
bearing,fedbn,client_specific,cnn-ae,fuzzy_fault_only_hi75,0.01735532535921976,0.31418134658719166,0.03072238954529613,0.29978230318958393
bearing,fedbn,client_specific,cnn-ae,fuzzy_warning_as_alarm_hi50,0.022965249855967085,0.3128834615534849,0.03072238954529613,0.29978230318958393
bearing,fedbn,client_specific,cnn-ae,hard_val_p95,0.022965249855967085,0.3128834615534849,0.03072238954529613,0.29978230318958393
bearing,fedbn,pooled,cnn-ae,fuzzy_fault_only_hi75,0.10054988114251162,0.17526973132403267,0.11258083688746878,0.16694372308735944
bearing,fedbn,pooled,cnn-ae,fuzzy_warning_as_alarm_hi50,0.175249324738666,0.1966365431114819,0.11258083688746878,0.16694372308735944
bearing,fedbn,pooled,cnn-ae,hard_val_p95,0.175249324738666,0.1966365431114819,0.11258083688746878,0.16694372308735944
bearing,fedbn-personalized,client_specific,cnn-ae,fuzzy_fault_only_hi75,0.006348208313724548,0.28130585337812314,0.01995591515571402,0.28191434518085196
bearing,fedbn-personalized,client_specific,cnn-ae,fuzzy_warning_as_alarm_hi50,0.010406968427019873,0.2798450736784133,0.01995591515571402,0.28191434518085196
bearing,fedbn-personalized,client_specific,cnn-ae,hard_val_p95,0.010406968427019873,0.2798450736784133,0.01995591515571402,0.28191434518085196
