window_size,stride,protocol,heldout_group,model,train_normal_count,val_normal_count,test_normal_count,test_fault_count,threshold_strategy,threshold,roc_auc,pr_auc,precision,recall,f1,false_alarm_rate,miss_rate,tn,fp,fn,tp,best_epoch,best_val_loss,train_seconds,inference_ms_per_window_cpu,model_size_mb,param_count
1024,512,paderborn-condition-wise,N09_M07_F10,iforest,4860,1215,1998,1997,train_p95,0.5436620415866269,0.3149103033930275,0.37972158676046563,0.3622480146609652,0.2969454181271908,0.3263621353880022,0.5225225225225225,0.7030545818728092,954,1044,1404,593,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N09_M07_F10,iforest,4860,1215,1998,1997,train_p99,0.6127866133006098,0.3149103033930275,0.37972158676046563,0.10166919575113809,0.03355032548823235,0.050451807228915665,0.2962962962962963,0.9664496745117677,1406,592,1930,67,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N09_M07_F10,iforest,4860,1215,1998,1997,val_p95,0.5391216234744028,0.3149103033930275,0.37972158676046563,0.38034682080924853,0.3294942413620431,0.3530990072444325,0.5365365365365365,0.6705057586379569,926,1072,1339,658,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N09_M07_F10,iforest,4860,1215,1998,1997,val_p99,0.6282518315673485,0.3149103033930275,0.37972158676046563,0.074487895716946,0.020030045067601403,0.03157063930544594,0.24874874874874875,0.9799699549323986,1501,497,1957,40,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N09_M07_F10,iforest,4860,1215,1998,1997,train_mad5,0.6237959980483256,0.3149103033930275,0.37972158676046563,0.07880910683012259,0.022533800701051578,0.035046728971962614,0.26326326326326327,0.9774661992989484,1472,526,1952,45,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N15_M01_F10,iforest,4798,1199,2076,2002,train_p95,0.5494023972711329,0.8503959912919451,0.8332163596446689,0.8831168831168831,0.16983016983016982,0.28487641390867197,0.02167630057803468,0.8301698301698301,2031,45,1662,340,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N15_M01_F10,iforest,4798,1199,2076,2002,train_p99,0.6484083068102213,0.8503959912919451,0.8332163596446689,0.0,0.0,0.0,0.0004816955684007707,1.0,2075,1,2002,0,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N15_M01_F10,iforest,4798,1199,2076,2002,val_p95,0.549395660055501,0.8503959912919451,0.8332163596446689,0.8831168831168831,0.16983016983016982,0.28487641390867197,0.02167630057803468,0.8301698301698301,2031,45,1662,340,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N15_M01_F10,iforest,4798,1199,2076,2002,val_p99,0.634071614220591,0.8503959912919451,0.8332163596446689,0.25,0.0004995004995004995,0.0009970089730807576,0.001445086705202312,0.9995004995004995,2073,3,2001,1,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N15_M01_F10,iforest,4798,1199,2076,2002,train_mad5,0.6192434221236058,0.8503959912919451,0.8332163596446689,0.2857142857142857,0.000999000999000999,0.001991040318566451,0.0024084778420038534,0.999000999000999,2071,5,2000,2,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N15_M07_F04,iforest,4858,1214,2001,1999,train_p95,0.55149139475712,0.8328789582197396,0.8589075106605588,0.963302752293578,0.42021010505252626,0.5851619644723093,0.015992003998001,0.5797898949474737,1969,32,1159,840,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N15_M07_F04,iforest,4858,1214,2001,1999,train_p99,0.6437878715393085,0.8328789582197396,0.8589075106605588,0.6923076923076923,0.004502251125562781,0.008946322067594433,0.001999000499750125,0.9954977488744372,1997,4,1990,9,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N15_M07_F04,iforest,4858,1214,2001,1999,val_p95,0.5521588146659681,0.8328789582197396,0.8589075106605588,0.9627039627039627,0.4132066033016508,0.5782289114455723,0.015992003998001,0.5867933966983492,1969,32,1173,826,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N15_M07_F04,iforest,4858,1214,2001,1999,val_p99,0.6651071366679527,0.8328789582197396,0.8589075106605588,0.3333333333333333,0.0010005002501250625,0.00199501246882793,0.001999000499750125,0.9989994997498749,1997,4,1997,2,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N15_M07_F04,iforest,4858,1214,2001,1999,train_mad5,0.6130529420238741,0.8328789582197396,0.8589075106605588,0.92,0.02301150575287644,0.04489995119570522,0.001999000499750125,0.9769884942471235,1997,4,1953,46,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N15_M07_F10,iforest,4860,1215,1998,1999,train_p95,0.5513566432384501,0.8802163844685106,0.8774538262570444,0.9326683291770573,0.1870935467733867,0.31166666666666665,0.013513513513513514,0.8129064532266133,1971,27,1625,374,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N15_M07_F10,iforest,4860,1215,1998,1999,train_p99,0.6447589706884533,0.8802163844685106,0.8774538262570444,0.0,0.0,0.0,0.0005005005005005005,1.0,1997,1,1999,0,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N15_M07_F10,iforest,4860,1215,1998,1999,val_p95,0.5607976345914188,0.8802163844685106,0.8774538262570444,0.9310344827586207,0.1485742871435718,0.25625539257981017,0.011011011011011011,0.8514257128564282,1976,22,1702,297,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N15_M07_F10,iforest,4860,1215,1998,1999,val_p99,0.6376496901618515,0.8802163844685106,0.8774538262570444,0.0,0.0,0.0,0.0005005005005005005,1.0,1997,1,1999,0,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-condition-wise,N15_M07_F10,iforest,4860,1215,1998,1999,train_mad5,0.6354981613464222,0.8802163844685106,0.8774538262570444,0.3333333333333333,0.0005002501250625312,0.000999000999000999,0.001001001001001001,0.9994997498749375,1996,2,1998,1,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-bearing-wise,KA01,iforest,5166,1292,1615,3992,train_p95,0.5530962831138686,0.9085140869975246,0.9170268895632626,0.9352574102964119,0.3003507014028056,0.4546833522942738,0.051393188854489166,0.6996492985971944,1532,83,2793,1199,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-bearing-wise,KA01,iforest,5166,1292,1615,3992,train_p99,0.6423036188910581,0.9085140869975246,0.9170268895632626,0.4838709677419355,0.00375751503006012,0.007457121551081283,0.009907120743034056,0.9962424849699398,1599,16,3977,15,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-bearing-wise,KA01,iforest,5166,1292,1615,3992,val_p95,0.5539029845126581,0.9085140869975246,0.9170268895632626,0.9338118022328549,0.2933366733466934,0.44643537933663746,0.051393188854489166,0.7066633266533067,1532,83,2821,1171,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-bearing-wise,KA01,iforest,5166,1292,1615,3992,val_p99,0.620455857906793,0.9085140869975246,0.9170268895632626,0.6595744680851063,0.015531062124248497,0.030347528144884974,0.019814241486068113,0.9844689378757515,1583,32,3930,62,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-bearing-wise,KA01,iforest,5166,1292,1615,3992,train_mad5,0.6306936690213585,0.9085140869975246,0.9170268895632626,0.6271186440677966,0.009268537074148297,0.0182670945445569,0.013622291021671827,0.9907314629258517,1593,22,3955,37,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-bearing-wise,KI01,iforest,5166,1292,1615,4005,train_p95,0.5530962831138686,0.6249329205366356,0.7769659795325679,0.7287581699346405,0.05568039950062422,0.10345627464625377,0.051393188854489166,0.9443196004993758,1532,83,3782,223,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-bearing-wise,KI01,iforest,5166,1292,1615,4005,train_p99,0.6423036188910581,0.6249329205366356,0.7769659795325679,0.058823529411764705,0.00024968789013732833,0.0004972650422675286,0.009907120743034056,0.9997503121098626,1599,16,4004,1,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-bearing-wise,KI01,iforest,5166,1292,1615,4005,val_p95,0.5539029845126581,0.6249329205366356,0.7769659795325679,0.7214765100671141,0.05368289637952559,0.09993028119916338,0.051393188854489166,0.9463171036204744,1532,83,3790,215,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-bearing-wise,KI01,iforest,5166,1292,1615,4005,val_p99,0.620455857906793,0.6249329205366356,0.7769659795325679,0.21951219512195122,0.0022471910112359553,0.004448838358872961,0.019814241486068113,0.9977528089887641,1583,32,3996,9,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-bearing-wise,KI01,iforest,5166,1292,1615,4005,train_mad5,0.6306936690213585,0.6249329205366356,0.7769659795325679,0.12,0.000749063670411985,0.001488833746898263,0.013622291021671827,0.9992509363295881,1593,22,4002,3,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold1,iforest,6051,1513,509,2002,train_p95,0.5532341631713545,0.701709881474125,0.8976387705360238,0.9296875,0.11888111888111888,0.2108060230292294,0.03536345776031434,0.8811188811188811,491,18,1764,238,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold1,iforest,6051,1513,509,2002,train_p99,0.6406574159441494,0.701709881474125,0.8976387705360238,0.0,0.0,0.0,0.0019646365422396855,1.0,508,1,2002,0,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold1,iforest,6051,1513,509,2002,val_p95,0.5473396685963546,0.701709881474125,0.8976387705360238,0.9368770764119602,0.14085914085914086,0.24489795918367346,0.03732809430255403,0.8591408591408591,490,19,1720,282,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold1,iforest,6051,1513,509,2002,val_p99,0.6395025620076668,0.701709881474125,0.8976387705360238,0.0,0.0,0.0,0.0019646365422396855,1.0,508,1,2002,0,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold1,iforest,6051,1513,509,2002,train_mad5,0.6318770004764643,0.701709881474125,0.8976387705360238,0.0,0.0,0.0,0.0019646365422396855,1.0,508,1,2002,0,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold2,iforest,6059,1515,499,1997,train_p95,0.5471366217746968,0.4104633904764963,0.7163888577765771,0.6577777777777778,0.22233350025037557,0.3323353293413174,0.46292585170340683,0.7776664997496244,268,231,1553,444,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold2,iforest,6059,1515,499,1997,train_p99,0.6430249954785259,0.4104633904764963,0.7163888577765771,0.05714285714285714,0.00200300450676014,0.0038703434929850023,0.13226452905811623,0.9979969954932398,433,66,1993,4,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold2,iforest,6059,1515,499,1997,val_p95,0.5411013618816748,0.4104633904764963,0.7163888577765771,0.7126168224299065,0.3054581872809214,0.4276200490711532,0.49298597194388777,0.6945418127190787,253,246,1387,610,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold2,iforest,6059,1515,499,1997,val_p99,0.6337370779255233,0.4104633904764963,0.7163888577765771,0.06666666666666667,0.0025037556334501754,0.004826254826254826,0.1402805611222445,0.9974962443665498,429,70,1992,5,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold2,iforest,6059,1515,499,1997,train_mad5,0.6246429469671922,0.4104633904764963,0.7163888577765771,0.06593406593406594,0.0030045067601402104,0.005747126436781609,0.17034068136272545,0.9969954932398598,414,85,1991,6,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold3,iforest,6059,1515,499,1998,train_p95,0.5499445637642748,0.8785569136270539,0.967365864074191,0.9888682745825603,0.5335335335335335,0.6931079323797139,0.02404809619238477,0.46646646646646645,487,12,932,1066,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold3,iforest,6059,1515,499,1998,train_p99,0.6426615549749379,0.8785569136270539,0.967365864074191,1.0,0.009009009009009009,0.017857142857142856,0.0,0.990990990990991,499,0,1980,18,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold3,iforest,6059,1515,499,1998,val_p95,0.5472461170239767,0.8785569136270539,0.967365864074191,0.9873987398739874,0.549049049049049,0.7056931489224831,0.028056112224448898,0.45095095095095095,485,14,901,1097,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold3,iforest,6059,1515,499,1998,val_p99,0.6391210091653797,0.8785569136270539,0.967365864074191,1.0,0.011511511511511512,0.022761009401286492,0.0,0.9884884884884885,499,0,1975,23,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold3,iforest,6059,1515,499,1998,train_mad5,0.638390445377183,0.8785569136270539,0.967365864074191,1.0,0.011511511511511512,0.022761009401286492,0.0,0.9884884884884885,499,0,1975,23,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold4,iforest,6059,1515,499,2000,train_p95,0.5463145418908624,0.8252054108216433,0.9513443840309501,0.9953271028037384,0.1065,0.19241192411924118,0.002004008016032064,0.8935,498,1,1787,213,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold4,iforest,6059,1515,499,2000,train_p99,0.6379142109643284,0.8252054108216433,0.9513443840309501,0.0,0.0,0.0,0.0,1.0,499,0,2000,0,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold4,iforest,6059,1515,499,2000,val_p95,0.5410664972185247,0.8252054108216433,0.9513443840309501,0.996268656716418,0.1335,0.23544973544973544,0.002004008016032064,0.8665,498,1,1733,267,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold4,iforest,6059,1515,499,2000,val_p99,0.6142769509827002,0.8252054108216433,0.9513443840309501,1.0,0.0025,0.004987531172069825,0.0,0.9975,499,0,1995,5,0,0.0,0.0,0.0,0.0,300
1024,512,paderborn-file-wise,fold4,iforest,6059,1515,499,2000,train_mad5,0.6176889901223452,0.8252054108216433,0.9513443840309501,1.0,0.0015,0.0029955067398901645,0.0,0.9985,499,0,1997,3,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N09_M07_F10,iforest,2425,606,996,996,train_p95,0.5425641572180804,0.30197496814567515,0.3744400832333652,0.4062214089661482,0.4457831325301205,0.4250837721397798,0.6516064257028112,0.5542168674698795,347,649,552,444,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N09_M07_F10,iforest,2425,606,996,996,train_p99,0.6119707595164694,0.30197496814567515,0.3744400832333652,0.11036036036036036,0.04919678714859438,0.06805555555555555,0.3965863453815261,0.9508032128514057,601,395,947,49,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N09_M07_F10,iforest,2425,606,996,996,val_p95,0.5310823606232138,0.30197496814567515,0.3744400832333652,0.4400656814449918,0.5381526104417671,0.48419150858175247,0.6847389558232931,0.46184738955823296,314,682,460,536,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N09_M07_F10,iforest,2425,606,996,996,val_p99,0.591423889007403,0.30197496814567515,0.3744400832333652,0.18294849023090587,0.10341365461847389,0.13213598460551634,0.46184738955823296,0.8965863453815262,536,460,893,103,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N09_M07_F10,iforest,2425,606,996,996,train_mad5,0.6183250540755028,0.30197496814567515,0.3744400832333652,0.08353808353808354,0.03413654618473896,0.048467569493941556,0.3744979919678715,0.9658634538152611,623,373,962,34,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N15_M01_F10,iforest,2393,598,1036,998,train_p95,0.5510304747220487,0.9293867658096115,0.8852550665752208,0.9175627240143369,0.2565130260521042,0.4009397024275646,0.0222007722007722,0.7434869739478958,1013,23,742,256,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N15_M01_F10,iforest,2393,598,1036,998,train_p99,0.6300816813125759,0.9293867658096115,0.8852550665752208,0.6666666666666666,0.002004008016032064,0.003996003996003996,0.0009652509652509653,0.9979959919839679,1035,1,996,2,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N15_M01_F10,iforest,2393,598,1036,998,val_p95,0.5465079577406565,0.9293867658096115,0.8852550665752208,0.9182389937106918,0.2925851703406814,0.44376899696048633,0.025096525096525095,0.7074148296593187,1010,26,706,292,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N15_M01_F10,iforest,2393,598,1036,998,val_p99,0.6255964774842045,0.9293867658096115,0.8852550665752208,0.75,0.003006012024048096,0.005988023952095809,0.0009652509652509653,0.996993987975952,1035,1,995,3,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N15_M01_F10,iforest,2393,598,1036,998,train_mad5,0.6368294150170748,0.9293867658096115,0.8852550665752208,0.0,0.0,0.0,0.0009652509652509653,1.0,1035,1,998,0,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N15_M07_F04,iforest,2423,606,998,997,train_p95,0.5536862180771759,0.9072498055288108,0.9017276743154858,0.9824902723735408,0.506519558676028,0.6684315023163467,0.009018036072144289,0.4934804413239719,989,9,492,505,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N15_M07_F04,iforest,2423,606,998,997,train_p99,0.6249249126521774,0.9072498055288108,0.9017276743154858,0.8235294117647058,0.014042126379137413,0.027613412228796843,0.003006012024048096,0.9859578736208626,995,3,983,14,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N15_M07_F04,iforest,2423,606,998,997,val_p95,0.5448867736831507,0.9072498055288108,0.9017276743154858,0.9704251386321626,0.526579739217653,0.682704811443433,0.01603206412825651,0.47342026078234706,982,16,472,525,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N15_M07_F04,iforest,2423,606,998,997,val_p99,0.6363354537833571,0.9072498055288108,0.9017276743154858,0.6,0.003009027081243731,0.005988023952095809,0.002004008016032064,0.9969909729187563,996,2,994,3,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N15_M07_F04,iforest,2423,606,998,997,train_mad5,0.625024000138497,0.9072498055288108,0.9017276743154858,0.8235294117647058,0.014042126379137413,0.027613412228796843,0.003006012024048096,0.9859578736208626,995,3,983,14,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N15_M07_F10,iforest,2424,606,997,997,train_p95,0.5496568065268949,0.9569239312722521,0.9469692038534481,0.9782016348773842,0.3600802407221665,0.5263929618768328,0.00802407221664995,0.6399197592778335,989,8,638,359,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N15_M07_F10,iforest,2424,606,997,997,train_p99,0.6348579768533515,0.9569239312722521,0.9469692038534481,0.0,0.0,0.0,0.0,1.0,997,0,997,0,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N15_M07_F10,iforest,2424,606,997,997,val_p95,0.5432449359839149,0.9569239312722521,0.9469692038534481,0.9801324503311258,0.4453360080240722,0.6124137931034482,0.009027081243731194,0.5546639919759278,988,9,553,444,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N15_M07_F10,iforest,2424,606,997,997,val_p99,0.6127190079959367,0.9569239312722521,0.9469692038534481,0.8,0.004012036108324975,0.007984031936127744,0.0010030090270812437,0.995987963891675,996,1,993,4,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-condition-wise,N15_M07_F10,iforest,2424,606,997,997,train_mad5,0.6338352345649494,0.9569239312722521,0.9469692038534481,0.0,0.0,0.0,0.0010030090270812437,1.0,996,1,997,0,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-bearing-wise,KA01,iforest,2578,644,805,1992,train_p95,0.5545576429899934,0.9311650328020156,0.9205666702981079,0.950733752620545,0.45532128514056225,0.6157501697216565,0.058385093167701865,0.5446787148594378,758,47,1085,907,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-bearing-wise,KA01,iforest,2578,644,805,1992,train_p99,0.6360625478928683,0.9311650328020156,0.9205666702981079,0.07142857142857142,0.000502008032128514,0.0009970089730807576,0.016149068322981366,0.9994979919678715,792,13,1991,1,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-bearing-wise,KA01,iforest,2578,644,805,1992,val_p95,0.5594938793673477,0.9311650328020156,0.9205666702981079,0.9460847240051348,0.36997991967871485,0.5319379285456514,0.05217391304347826,0.6300200803212851,763,42,1255,737,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-bearing-wise,KA01,iforest,2578,644,805,1992,val_p99,0.6701547625591489,0.9311650328020156,0.9205666702981079,0.0,0.0,0.0,0.004968944099378882,1.0,801,4,1992,0,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-bearing-wise,KA01,iforest,2578,644,805,1992,train_mad5,0.6395245133317096,0.9311650328020156,0.9205666702981079,0.0,0.0,0.0,0.012422360248447204,1.0,795,10,1992,0,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-bearing-wise,KI01,iforest,2578,644,805,1996,train_p95,0.5545576429899934,0.7448735981279329,0.8124762836886235,0.6016949152542372,0.03557114228456914,0.06717123935666983,0.058385093167701865,0.9644288577154309,758,47,1925,71,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-bearing-wise,KI01,iforest,2578,644,805,1996,train_p99,0.6360625478928683,0.7448735981279329,0.8124762836886235,0.07142857142857142,0.000501002004008016,0.0009950248756218905,0.016149068322981366,0.999498997995992,792,13,1995,1,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-bearing-wise,KI01,iforest,2578,644,805,1996,val_p95,0.5594938793673477,0.7448735981279329,0.8124762836886235,0.5483870967741935,0.02555110220440882,0.048827190043082815,0.05217391304347826,0.9744488977955912,763,42,1945,51,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-bearing-wise,KI01,iforest,2578,644,805,1996,val_p99,0.6701547625591489,0.7448735981279329,0.8124762836886235,0.0,0.0,0.0,0.004968944099378882,1.0,801,4,1996,0,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-bearing-wise,KI01,iforest,2578,644,805,1996,train_mad5,0.6395245133317096,0.7448735981279329,0.8124762836886235,0.0,0.0,0.0,0.012422360248447204,1.0,795,10,1996,0,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-file-wise,fold1,iforest,3018,755,254,998,train_p95,0.5518925104916781,0.8551196881952882,0.9396279865888708,0.9726027397260274,0.21342685370741482,0.35004108463434674,0.023622047244094488,0.7865731462925851,248,6,785,213,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-file-wise,fold1,iforest,3018,755,254,998,train_p99,0.6294308954331022,0.8551196881952882,0.9396279865888708,0.5,0.001002004008016032,0.002,0.003937007874015748,0.998997995991984,253,1,997,1,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-file-wise,fold1,iforest,3018,755,254,998,val_p95,0.5548708550195562,0.8551196881952882,0.9396279865888708,0.9702970297029703,0.1963927855711423,0.32666666666666666,0.023622047244094488,0.8036072144288577,248,6,802,196,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-file-wise,fold1,iforest,3018,755,254,998,val_p99,0.6470803706174604,0.8551196881952882,0.9396279865888708,1.0,0.001002004008016032,0.002002002002002002,0.0,0.998997995991984,254,0,997,1,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-file-wise,fold1,iforest,3018,755,254,998,train_mad5,0.6420571050342999,0.8551196881952882,0.9396279865888708,1.0,0.001002004008016032,0.002002002002002002,0.0,0.998997995991984,254,0,997,1,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-file-wise,fold2,iforest,3022,756,249,996,train_p95,0.5483057834385431,0.3434299446783116,0.6933444925622758,0.6739659367396593,0.2781124497991968,0.3937455579246624,0.5381526104417671,0.7218875502008032,115,134,719,277,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-file-wise,fold2,iforest,3022,756,249,996,train_p99,0.6570596113404116,0.3434299446783116,0.6933444925622758,0.0,0.0,0.0,0.08433734939759036,1.0,228,21,996,0,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-file-wise,fold2,iforest,3022,756,249,996,val_p95,0.5410792180736994,0.3434299446783116,0.6933444925622758,0.7154308617234469,0.35843373493975905,0.47759197324414715,0.570281124497992,0.641566265060241,107,142,639,357,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-file-wise,fold2,iforest,3022,756,249,996,val_p99,0.6084175519490009,0.3434299446783116,0.6933444925622758,0.10256410256410256,0.008032128514056224,0.0148975791433892,0.28112449799196787,0.9919678714859438,179,70,988,8,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-file-wise,fold2,iforest,3022,756,249,996,train_mad5,0.6230663303855228,0.3434299446783116,0.6933444925622758,0.047619047619047616,0.0030120481927710845,0.0056657223796034,0.24096385542168675,0.9969879518072289,189,60,993,3,0,0.0,0.0,0.0,0.0,300
2048,1024,paderborn-file-wise,fold3,iforest,3022,756,249,997,train_p95,0.5478005115490566,0.9344096546668117,0.9802213892962169,0.9917218543046358,0.600802407221665,0.7482823235477827,0.020080321285140562,0.399197592778335,244,5,398,599,0,0.0,0.0,0.0,0.0,300
