protocol,heldout_group,model,train_normal_count,val_normal_count,test_normal_count,test_fault_count,threshold_strategy,threshold,roc_auc,pr_auc,precision,recall,f1,false_alarm_rate,miss_rate,tn,fp,fn,tp,best_epoch,best_val_loss,train_seconds,inference_ms_per_window_cpu,model_size_mb,param_count
paderborn-condition-wise,N09_M07_F10,vae,594,149,244,244,train_p95,1.007283091545105,0.4977744557914539,0.459782389854618,0.25,0.036885245901639344,0.06428571428571428,0.11065573770491803,0.9631147540983607,217,27,235,9,7,8254.843424479166,3.7430195999331772,6.7049500066787004,128.60747909545898,33712961
paderborn-condition-wise,N09_M07_F10,vae,594,149,244,244,train_p99,1.0076649188995361,0.4977744557914539,0.459782389854618,0.16666666666666666,0.00819672131147541,0.015625,0.040983606557377046,0.9918032786885246,234,10,242,2,7,8254.843424479166,3.7430195999331772,6.7049500066787004,128.60747909545898,33712961
paderborn-condition-wise,N09_M07_F10,vae,594,149,244,244,val_p95,1.0071622133255005,0.4977744557914539,0.459782389854618,0.2553191489361702,0.04918032786885246,0.08247422680412371,0.14344262295081966,0.9508196721311475,209,35,232,12,7,8254.843424479166,3.7430195999331772,6.7049500066787004,128.60747909545898,33712961
paderborn-condition-wise,N09_M07_F10,vae,594,149,244,244,val_p99,1.0075088739395142,0.4977744557914539,0.459782389854618,0.21052631578947367,0.01639344262295082,0.030418250950570342,0.06147540983606557,0.9836065573770492,229,15,240,4,7,8254.843424479166,3.7430195999331772,6.7049500066787004,128.60747909545898,33712961
paderborn-condition-wise,N09_M07_F10,vae,594,149,244,244,train_mad5,1.009462728857994,0.4977744557914539,0.459782389854618,0.0,0.0,0.0,0.0,1.0,244,0,244,0,7,8254.843424479166,3.7430195999331772,6.7049500066787004,128.60747909545898,33712961
paderborn-condition-wise,N09_M07_F10,cnn-ae,594,149,244,244,train_p95,0.9983550310134888,0.4963971378661651,0.5699932439784152,0.492600422832981,0.9549180327868853,0.6499302649930265,0.9836065573770492,0.045081967213114756,4,240,11,233,11,7733.035807291667,4.546006300020963,6.982994987629354,128.57610702514648,33704737
paderborn-condition-wise,N09_M07_F10,cnn-ae,594,149,244,244,train_p99,0.999630868434906,0.4963971378661651,0.5699932439784152,0.4897959183673469,0.8852459016393442,0.6306569343065693,0.9221311475409836,0.11475409836065574,19,225,28,216,11,7733.035807291667,4.546006300020963,6.982994987629354,128.57610702514648,33704737
paderborn-condition-wise,N09_M07_F10,cnn-ae,594,149,244,244,val_p95,1.0030837059020996,0.4963971378661651,0.5699932439784152,0.5222929936305732,0.3360655737704918,0.4089775561097257,0.3073770491803279,0.6639344262295082,169,75,162,82,11,7733.035807291667,4.546006300020963,6.982994987629354,128.57610702514648,33704737
paderborn-condition-wise,N09_M07_F10,cnn-ae,594,149,244,244,val_p99,1.0040113925933838,0.4963971378661651,0.5699932439784152,0.6486486486486487,0.19672131147540983,0.3018867924528302,0.10655737704918032,0.8032786885245902,218,26,196,48,11,7733.035807291667,4.546006300020963,6.982994987629354,128.57610702514648,33704737
paderborn-condition-wise,N09_M07_F10,cnn-ae,594,149,244,244,train_mad5,1.0664127095937728,0.4963971378661651,0.5699932439784152,0.0,0.0,0.0,0.0,1.0,244,0,244,0,11,7733.035807291667,4.546006300020963,6.982994987629354,128.57610702514648,33704737
