protocol,heldout_group,model,train_normal_count,val_normal_count,test_normal_count,test_fault_count,threshold_strategy,threshold,roc_auc,pr_auc,precision,recall,f1,false_alarm_rate,miss_rate,tn,fp,fn,tp,best_epoch,best_val_loss,train_seconds,inference_ms_per_window_cpu,model_size_mb,param_count
paderborn-condition-wise,N09_M07_F10,iforest,594,149,244,244,train_p95,0.5275723166959091,0.29970102123085185,0.3779626216943062,0.46518105849582175,0.6844262295081968,0.5538971807628524,0.7868852459016393,0.3155737704918033,52,192,77,167,0,0.0,0.0,0.0,0.0,300
paderborn-condition-wise,N09_M07_F10,iforest,594,149,244,244,train_p99,0.6331015481172492,0.29970102123085185,0.3779626216943062,0.0,0.0,0.0,0.4713114754098361,1.0,129,115,244,0,0,0.0,0.0,0.0,0.0,300
paderborn-condition-wise,N09_M07_F10,iforest,594,149,244,244,val_p95,0.5279983849669042,0.29970102123085185,0.3779626216943062,0.46518105849582175,0.6844262295081968,0.5538971807628524,0.7868852459016393,0.3155737704918033,52,192,77,167,0,0.0,0.0,0.0,0.0,300
paderborn-condition-wise,N09_M07_F10,iforest,594,149,244,244,val_p99,0.6597503477705956,0.29970102123085185,0.3779626216943062,0.0,0.0,0.0,0.3360655737704918,1.0,162,82,244,0,0,0.0,0.0,0.0,0.0,300
paderborn-condition-wise,N09_M07_F10,iforest,594,149,244,244,train_mad5,0.5686001481152146,0.29970102123085185,0.3779626216943062,0.46153846153846156,0.5163934426229508,0.4874274661508704,0.6024590163934426,0.48360655737704916,97,147,118,126,0,0.0,0.0,0.0,0.0,300
paderborn-condition-wise,N15_M01_F10,iforest,586,147,254,245,train_p95,0.5389822198202976,0.9694681022015105,0.962677859655271,0.9567901234567902,0.6326530612244898,0.7616707616707616,0.027559055118110236,0.3673469387755102,247,7,90,155,0,0.0,0.0,0.0,0.0,300
paderborn-condition-wise,N15_M01_F10,iforest,586,147,254,245,train_p99,0.6667338224403512,0.9694681022015105,0.962677859655271,0.0,0.0,0.0,0.0,1.0,254,0,245,0,0,0.0,0.0,0.0,0.0,300
paderborn-condition-wise,N15_M01_F10,iforest,586,147,254,245,val_p95,0.5148650533606725,0.9694681022015105,0.962677859655271,0.9238095238095239,0.7918367346938775,0.8527472527472527,0.06299212598425197,0.20816326530612245,238,16,51,194,0,0.0,0.0,0.0,0.0,300
paderborn-condition-wise,N15_M01_F10,iforest,586,147,254,245,val_p99,0.6309362945484922,0.9694681022015105,0.962677859655271,1.0,0.00816326530612245,0.016194331983805668,0.0,0.9918367346938776,254,0,243,2,0,0.0,0.0,0.0,0.0,300
paderborn-condition-wise,N15_M01_F10,iforest,586,147,254,245,train_mad5,0.589999552208718,0.9694681022015105,0.962677859655271,0.9801980198019802,0.40408163265306124,0.5722543352601156,0.007874015748031496,0.5959183673469388,252,2,146,99,0,0.0,0.0,0.0,0.0,300
